text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
"by loblolly pine, flue-cured tobacco and two-room farm shacks. Near Laurinburg, Presbyterians broke ground for a new college, a few weeks behind the Methodist groundbreaking for a",1959,1950-59,MAG,Time,intransitive,causative,animate,agent,verb,Presbyterians,broke,ground
"broke out, Willie, to get to you. WILMA Well; I'm breaking out - to get away from him -- DELIA That's cruel, Willie -",1952,1950-59,FIC,Play:JudgementInMorning,intransitive,anticausative,animate,agent,verb,I,breaking,
"n't have rested -- I should have tried to put in extra work and then broken down completely. Maybe you saved my life.... Lily, I",1953,1950-59,FIC,LordVanity,intransitive,anticausative,inanimate,patient,verb,I,broken down,
taken tremendous courage for him to go on like this. Even tourture can not break him. - He must be broken He insists that the contents of the box,1957,1950-59,TV/MOV,The 27th Day,transitive,causative,inanimate,agent,verb,tourture,break,him
does the range there slope smoothly to the level of the Great Valley; it breaks off so abruptly that not even a foot trail can be laid without numerous zigzags,1956,1950-59,NF/ACAD,IncomparableValley,intransitive,anticausative,inanimate,patient,verb,it,breaks,
I can not even afford to think. I'm broke. I'm so broke I couldn't even buy a present for Adelaide today. Is it her birthday,1955,1950-59,TV/MOV,Guys and Dolls,intransitive,anticausative,animate,patient,other,I,broke,
"terribly thin. So that a careless act, Or even a careless word can break through them. The two loveliest things I know... A lovely girl, And",1959,1950-59,TV/MOV,Have Gun - Will Travel,intransitive,anticausative,inanimate,patient,verb,"a careless act, Or even a careless word",break,through them
little. I got to like her when she fell out of a tree and broke her arm and didn't even whimper. That shows how long ago it was,1953,1950-59,FIC,SpacePlatform,transitive,causative,inanimate,agent,verb,she,broke,her arm
"that revolved in an orbit between Mars and Jupiter. For some reason, it broke up and filled the solar system with large and small debris. Nickel-iron meteorites are",1956,1950-59,MAG,Time,intransitive,anticausative,inanimate,patient,verb,it,broke,
", Mr. Senator, whether you want a witness or not, "" Mr. Unger broke in, moving toward the witness chair in the Federal Courthouse on Foley Square.",1953,1950-59,NEWS,NYT-Reg,intransitive,causative,animate,agent,verb,Mr. Unger,broke in,
", but a heaving, churning expanse, with whirling tornadoes (sunspots) that break through from below, tongues of gas (spicules) that surge up and subside",1956,1950-59,NF/ACAD,ExploringDistant,intransitive,anticausative,inanimate,agent,verb,whirling tornadoes (sunspots),break,
"aloof from the powers of Europe. Now, instead, the United States had broken ranks and was cultivating new friends among those same European powers in a manner so",1955,1950-59,MAG,Harpers,intransitive,anticausative,animate,agent,verb,the United States,broken,
"general, Georgia's courtly bachelor, Richard # Brevard Russell. Before the fighting broke out, Dick Russell made up his mind to avoid, or at least postpone",1957,1950-59,MAG,Time,intransitive,anticausative,inanimate,patient,verb,the fighting,broke,
"hopelessly away from the inner reaches of the Tidal River toward the turbulent seas which broke against the rocks and shoals of Shag Island. Their particular outpost of coastline,",1957,1950-59,FIC,EdgeDarkness,intransitive,anticausative,inanimate,patient,verb,the turbulent seas,broke,against the rocks and shoals of Shag Island
"asked, "" What happened to start you grinning like a Chessy cat? Teacher break her leg? "" "" No, sir, "" I said. "" Better",1957,1950-59,FIC,OldManBoy,transitive,causative,animate,agent,verb,Teacher,break,her leg
These are the people. Now's the time. Looks like his neck's broken. [engine_revving] (man) Sure never mattered that Doc Horner was out on a,1955,1950-59,TV/MOV,Alfred Hitchcock Presents,intransitive,anticausative,inanimate,patient,verb,his neck,broken,
", "" Yes, I happened to be taking the waters at Capua when Spartacus broke loose. I saw him, yes indeed. A giant of a man.",1958,1950-59,FIC,Spartacus,intransitive,anticausative,inanimate,patient,verb,Spartacus,broke,loose
"Samuel. "" Hit'll strengthen you. "" The liver had cooked until it broke apart and she had thickened the soup with meal so that the pieces of liver",1956,1950-59,FIC,HannahFowler,intransitive,anticausative,inanimate,patient,verb,the liver,broke,
". Adequate conAinental defenses do not mean airtight defenses. If an atomic war should break out, United States cities could be attacked, The aim is to give enough",1953,1950-59,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,an atomic war,break,
"gone. The little rustic benches and tables which had been in the grotto were broken and rotted. Far out over the lake the swans, wholly wild now,",1958,1950-59,FIC,HardBlueSky,intransitive,anticausative,inanimate,patient,verb,the little rustic benches and tables,broken,
"wall with her face hidden in her arms, and cried like her heart would break. Uncle Jason sat in a big rocking chair with his elbows resting on the",1958,1950-59,FIC,WinthropWoman,intransitive,anticausative,inanimate,patient,verb,her heart,break,
"of U.S. output: "" There is every logical reason why the voluntary plan will break down. No voluntary plan ever worked. """,1957,1950-59,MAG,Time,intransitive,anticausative,inanimate,patient,verb,the voluntary plan,break down,
inside and the window broken later. How did you know the window had been broken? That's probably the police. Shall I let them in? What else,1957,1950-59,TV/MOV,Alfred Hitchcock Presents,intransitive,anticausative,inanimate,patient,verb,the window,broken,
at that. Writ of assistance. Was this served on you? - They broke into my house less than an hour ago. Robinson and his gang torn the,1951,1950-59,TV/MOV,Studio One in Hollywood,intransitive,anticausative,animate,agent,verb,they,broke,
him like a personal servant to complete the task. T H E routine was broken only at lunch when everyone came back to the camp to eat instead of staying,1956,1950-59,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,the routine,broken,
"field, I can. "" "" How? "" demanded Stutsman. "" By breaking them up, you fool. Smash the short, high-powered waves into a lot",1951,1950-59,FIC,Empire,transitive,causative,animate,agent,verb,I,break,them
"mused aloud. "" He was the one who called out the state militia to break up the strike at the Jordan Tool plant. Five of the strikers were shot",1954,1950-59,FIC,Perfectionist,transitive,causative,animate,agent,verb,he,break,the strike
". "" |p181They smoothed their clothes in silence and drank at a fountain. Ferris broke the silence first. "" I ain't asked you your name. "" """,1951,1950-59,FIC,MurderByBook,transitive,causative,animate,agent,verb,Ferris,broke,the silence
- Does it still hurt? - Oh. I don't think it's broken. You must have hit that poor man awfully hard. - Why does anyone,1957,1950-59,TV/MOV,Bombers B-52,intransitive,anticausative,inanimate,patient,verb,it,break,
"n't really want to go up to Meg and Louisa's when our own party broke, but I had to have some vengeance on David. Love is a see-saw",1952,1950-59,FIC,CryChildren,intransitive,anticausative,inanimate,patient,verb,our own party,broke,
grave is right over here. - Is that the one you told me was broken into [? - Yes. - This it [? - Yeah. Looks to me,1959,1950-59,TV/MOV,Plan 9 from Outer Space,intransitive,anticausative,inanimate,patient,verb,grave,break,
"quarters, so that by the time he got to our building, he was broke again. But, man... Everybody on that block loved him. Who are",1959,1950-59,TV/MOV,Alfred Hitchcock Presents,intransitive,anticausative,inanimate,patient,verb,quarters,break,
secret State Department guidance directive on Formosa dated Dec. 23 in a last attempt to break the State Department position. Men. in Secretary Johnson's office suspect Secretary Acheson,1950,1950-59,NEWS,CSMonitor,transitive,causative,animate,agent,verb,a last attempt,break,the State Department position
"a thing from a con... and cons have lied to him, politicians have broken their promises... but the liars have loved him and the dumbest dope in the",1955,1950-59,FIC,CriminalNegligence,intransitive,anticausative,animate,agent,verb,politicians,broken,their promises
had the Navaho People down on one knee for a very long count might be breaking. On the way up the trader had noticed the fat gray cumulus building up,1955,1950-59,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,the fat gray cumulus,breaking,
"the match in the direction of the hearth. A length of ash ripened and broke down the front of my vest. "" The rarer human sensibility becomes, the",1958,1950-59,FIC,WinthropWoman,intransitive,anticausative,inanimate,patient,verb,a length of ash,broke,
! She shuddered at the thought. The room shimmered and blurred -- and suddenly broke apart to reform into something.... She squinched her eyes shut to the hideous vision,1957,1950-59,FIC,MomentTruth,intransitive,anticausative,inanimate,patient,verb,the room,broke,
"glares at him; then, as Paul's eyes begin to twinkle, he breaks into a sheepish grin. FADE OUT THE END pp. 71-93",1950,1950-59,FIC,Mov:HuntManDown,intransitive,anticausative,animate,patient,verb,he,breaks,a sheepish grin
"No, these things when you decide to break them, it's better to break at once, "" said Mrs. Magnus. "" I'm sorry, Augie.",1953,1950-59,FIC,GoldenApplesSun,transitive,causative,animate,agent,verb,you,break,them
"an object lesson. I have to fine you, Mr. Robertson. You've broken one of our rules by using TK to stack a poker deck. Because you",1961,1960-69,FIC,CardTrick,intransitive,anticausative,animate,agent,verb,you,break,
"system gets... the more accident-prone it is. - Sooner or later, it breaks down. - What breaks down? A transistor blows. A condenser burns out",1964,1960-69,TV/MOV,Fail-Safe,intransitive,anticausative,inanimate,patient,verb,it,breaks down,
"the quarterdeck of his ship, his telescope trained on the flags. He had broken Struan's code six months ago and understood the first message. Now, wot",1966,1960-69,FIC,Tai-Pan,intransitive,anticausative,animate,agent,verb,he,break,
wanted some kind of highly decentralized system where quasi-monopolistic corporations and vast institutions would be broken up. They wanted an end to all killing. They wanted to return to,1967,1960-69,MAG,NewRepublic,transitive,causative,animate,agent,verb,quasi-monopolistic corporations and vast institutions,broken up,some kind of highly decentralized system
) Then why don't you come to me when you can't sleep? Break in the door there into my room? Or whistle outside my window and let,1969,1960-69,FIC,Play:SingAllGreen,intransitive,anticausative,animate,agent,verb,you,break,
"up about one hundred feet we decided to take it down. Unfortunately the rope broke and it disappeared out at sea. "" "" Today's accident will delay us",1962,1960-69,NF/ACAD,MyFatherMarconi,intransitive,anticausative,inanimate,patient,verb,the rope,broke,
"she had received a message that the milk had soured or a broom had been broken; then she went unhurriedly to the locutory, taking the Prioress with her.",1966,1960-69,FIC,IKing,intransitive,anticausative,inanimate,patient,verb,a broom,broken,
"He wasn't exactly outraged by it, just dumfounded. "" I didn't break nothing, "" says I. I hadn't turned till then. When I did",1964,1960-69,FIC,LittleBigMan,intransitive,causative,animate,agent,verb,I,break,nothing
"'s true, we were friends. We went duck hunting together. But what broke up the friendship? That's what I'm driving at. Well, the",1963,1960-69,TV/MOV,Perry Mason,intransitive,anticausative,inanimate,patient,verb,what,broke,up the friendship
". He knew that the spirit of a thoroughbred must only be tamed, never broken. "" I'll give you three seconds. "" "" 1'm sorry --",1966,1960-69,FIC,Tai-Pan,transitive,causative,inanimate,agent,verb,the spirit of a thoroughbred,broken,the spirit of a thoroughbred
at O'Hare field. Conlisk said Shaer was changing planes when one of his suitcases broke open and the gold coins fell out. He said Thomas picked up the coins,1961,1960-69,NEWS,Chicago,intransitive,anticausative,inanimate,patient,verb,one of his suitcases,broke,
"me. You let go. I'm going to break him! I'll break him! Answer me! I'll break him! Please, I have to",1969,1960-69,TV/MOV,Mission: Impossible,transitive,causative,animate,agent,verb,I,break,him
"face was hard and empty. "" But what good is that, "" he broke out, "" if all of them are different -- all those lives -- if",1963,1960-69,FIC,MyNameIsMorgan,intransitive,anticausative,animate,agent,verb,he,broke,
"! They steal my chickens, and they stab me with a gun! They break my bones, the son of bitches no-good bastard pi-rates! "" Oh, God",1969,1960-69,FIC,SickFriends,transitive,causative,animate,agent,verb,they,break,my bones
"with your evidence. "" "" Point two: your wife's hyoid bone was broken. That's a direct sign of strangulation especially when it's accompanied, as",1965,1960-69,FIC,AnAmericanDream,intransitive,anticausative,inanimate,patient,verb,your wife's hyoid bone,broken,
"in a household blender. Then the spinach juice was whirled in a centrifuge to break, apart the individual cells of the leaves. Finally Dr. Bassham and Dr. Jensen",1966,1960-69,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,the spinach juice,break,
"; you manage a school. You never let fear or pride or faltering plans break your control, George, I accuse. I accuse Tom: you have found",1964,1960-69,FIC,Harpers,transitive,causative,animate,agent,verb,fear or pride or faltering plans,break,your control
"back to the stern of the boat, his CARRIER behind him. Dawn is breaking more quickly. Enright is standing, braced against the pitch and toss of the",1964,1960-69,FIC,Mov:Americanization,intransitive,anticausative,inanimate,patient,verb,dawn,breaking,
"war lords on the fringes of empire gradually asserting increasing independence and in extreme cases breaking away entirely. Sometimes the people are worse off. However, the process of",1964,1960-69,NEWS,CSMonitor,intransitive,anticausative,animate,agent,verb,war lords,break,
"States, having engaged in a program giving preference in contracting to those who had broken the law, has encouraged a violation of the immigration laws. Our government has",1969,1960-69,MAG,Nation,intransitive,anticausative,inanimate,agent,verb,those,broken,
". "" "" I remember that time in San Francisco when we were both flat broke. And you got into a rummy game on nerve, and after an hour",1964,1960-69,FIC,OneDayInAfternoon,intransitive,anticausative,animate,agent,verb,you,broke,
"Wolfe had been hired for was done, so what? As soon as it broke, an army of cops and FBI scientists would be after Mr. Knapp, and",1961,1960-69,FIC,FinalDeduction,intransitive,anticausative,inanimate,patient,verb,it,broke,
"the soil will prove as rich as butter. "" "" When the first green breaks through, and you may break the soil without offense, you will do well",1962,1960-69,FIC,BlindMansLantern,transitive,causative,animate,agent,verb,you,break,the soil
"the cup of tea from the old, slender, strong hands, it almost broke my heart.... This was the calm period, relatively easy on my",1961,1960-69,FIC,EdgeSadness,intransitive,anticausative,inanimate,patient,verb,the cup of tea,broke,
the border between Thailand and northwest Laos where communist forces have scored major advances since breaking a cease-fire agreement eight days ago. The American troops arrived in Thailand last month,1962,1960-69,NEWS,Chicago,intransitive,anticausative,inanimate,agent,verb,communist forces,breaking,a cease-fire agreement
"the presidency of Woodrow Wilson during the Progressive Era. And that monopoly was clearly broken in the two decades after World War I as the private automobile, the bus",1961,1960-69,NF/ACAD,AmericanRailroad,intransitive,anticausative,inanimate,patient,verb,monopoly,broken,
"were right. It wasn't a burglary. Glass only on the outside. Broken from the inside. Uh-huh, and if Tragg hasn't already seen that,",1961,1960-69,TV/MOV,Perry Mason,intransitive,anticausative,inanimate,patient,verb,glass,break,
". "" "" This is Ranger control with a Green Flash message. "" "" Break break for alert force - this is a practice quick reaction exercise. "" """,1963,1960-69,TV/MOV,A Gathering of Eagles,intransitive,anticausative,inanimate,agent,verb,Ranger control,break,
"give you just two hours before the courier arrives. Yes, we have to break the code in that time or the invasion of San Crist? bal will be",1969,1960-69,TV/MOV,Mission: Impossible,transitive,causative,animate,agent,verb,we,break,the code
"But here's one. Here's one that the kids just love. They break an awful lot of glasses at home trying it till they get it, but",1965,1960-69,TV/MOV,Bewitched,transitive,causative,animate,agent,verb,they,break,an awful lot of glasses
"That's why I want you to go to Keezar Lake for a week and break it up. "" There was no further argument. He would go to the",1963,1960-69,FIC,FiveDaysOblivion,transitive,causative,animate,agent,verb,you,break,it up
"you wish. I warn you, we have four men working on it to break the code. I can explain. I put a notice up to share my",1966,1960-69,TV/MOV,Walk Don't Run,transitive,causative,animate,agent,verb,four men,break,the code
"make our own dispositions. "" The request was seconded and approved and the meeting broke up, having lasted less than half an hour. The man who made the",1963,1960-69,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,the meeting,broke up,
". You went into an extended orbit around the planet, but you couldn't break free of its gravity. I knew it all along. [Don] I'll bet",1965,1960-69,TV/MOV,Lost in Space,intransitive,anticausative,animate,patient,verb,you,break,free of its gravity
"the other voices as they murmured various reasons for approving Groteschele'spaper. When the briefing broke up, Stark invited him to dinner. Groteschele smiled, aware that the invitation",1962,1960-69,FIC,Fail-Safe,intransitive,anticausative,inanimate,patient,verb,the briefing,broke,
"like our old cat in front of the fire. But if the sea ever broke through the two other dikes, the sleeper would wake up and save us from",1962,1960-69,TV/MOV,...isney's Wonderful World of Color,intransitive,anticausative,inanimate,patient,verb,the sea,broke,
"the dining room, apparently eager to learn, but effectively -- at last -- breaking up the revival meeting. The two boys began to argue quietly, Wylie engaged",1966,1960-69,FIC,OriginBrunists,intransitive,anticausative,inanimate,agent,verb,the dining room,break,
which she was accustomed. Etc. Etc. It ended by my promising to break the news of their engagement to Varina's parents. I went to see the,1967,1960-69,FIC,Arrangement,transitive,causative,animate,agent,verb,I,break,the news of their engagement to Varina's parents
"of my tribe. I, White Fang, Chief of the Dakotas, Have broken and ridden the Spanish horses Over the whitemen's wives and raped them with my",1965,1960-69,FIC,Play:KeepTightlyClosed,transitive,causative,animate,agent,verb,"I, White Fang, Chief of the Dakotas",break,the Spanish horses
"himself on his toes, walked noiselessly back to the Robin's tail, then broke into a lightfooted run, back along the pavement on which they had just landed",1963,1960-69,FIC,FiveDaysOblivion,intransitive,anticausative,animate,agent,verb,he,broke,
", snapped them into even lengths, and laid them across the andirons. He broke up more twigs of the same size and placed them in a crosshatch over the",1969,1960-69,FIC,WhatImGoingDoI,transitive,causative,animate,agent,verb,He,broke,more twigs of the same size
"Jack, please... "" And somehow this was the worst of all and almost broke my heart, because I couldn't bear the thought that she might think,",1966,1960-69,FIC,AllInFamily,intransitive,anticausative,inanimate,patient,verb,my heart,broke,
"in fact, something more than "" now and then "" stills. The feds broke up 1,059 stills there last year, made 619 arrests in the process. The",1965,1960-69,MAG,Time,transitive,causative,animate,agent,verb,the feds,broke up,"1,059 stills"
"of whites as Poole himself had once been. Dilman had never once tried to break out of the servile, bowing, watermelon world of the Uncle Toms and Aunt",1964,1960-69,FIC,Man,intransitive,anticausative,animate,agent,verb,Dilman,break,
"to resume at 10 a. m. today in the Conrad Hilton hotel. Talks were broken off at 6:30 p. m. yesterday after several meetings. Little progress was made,",1967,1960-69,NEWS,Chicago,intransitive,anticausative,inanimate,patient,verb,talks,broken,
", Yugoslavia, and Albania became satellites of Russia, though Yugoslavia under Marshal Tito broke away in 1948 to become an independent Communist republic; the Czechoslovakian democracy was in",1968,1960-69,NF/ACAD,AnOutlineHistory,intransitive,anticausative,inanimate,agent,verb,Yugoslavia,broke,
"could I have? Schultz, will you stop mumbling? Yeah, they'll break up your command. But then you'll have what you've always wanted.",1968,1960-69,TV/MOV,Hogan's Heroes,transitive,causative,animate,agent,verb,they,break up,your command
"frowned on; at ten, young Rockefeller made a vow. which he never broke, to abstain from "" tobacco, profanity and the drinking of any intoxicating beverages",1960,1960-69,MAG,Time,transitive,causative,animate,agent,verb,he,broke,vow
"nip off his zobbes, when in comes that other man, and all hell breaks loose. Ferguson shoots him once, which most likely kills him, then shoots",1969,1960-69,FIC,SickFriends,intransitive,anticausative,inanimate,patient,verb,all hell,breaks,
"locksmith could not open the door of that workshop without a key. Unless he broke down the door. MASON: Oh, isn't it true that there is",1960,1960-69,TV/MOV,Perry Mason,transitive,causative,animate,agent,verb,he,broke,the door
"new Italian out.' fits and her friends to a couirl try which has broken off diplomatic relations with the United. / States. She visits a city which,",1967,1960-69,NEWS,NYT-Let,intransitive,anticausative,inanimate,patient,verb,a couirl,broken off,
"we loved him, that's why they did him that. Broke him -- broke him the way you break a wild horse.... Now everybody laughs",1968,1960-69,FIC,Bloodline,transitive,causative,animate,agent,verb,they,broke,him
"she breathed. "" They found the napalm. One of the new horrors is breaking through towards Thirteen, we just found it. "" Even as she talked she",1960,1960-69,FIC,Deathworld,intransitive,anticausative,inanimate,patient,verb,one of the new horrors,breaking,
why I felt that way about you? You were the only man who ever broke away from my great God brother and made it stick! Only you didn't,1969,1960-69,TV/MOV,Charro!,intransitive,anticausative,animate,agent,verb,you,broke,away
"dollars' advance, drawn from -- "" "" Advance for what? "" Newhart broke in. "" A book of photographs of Austrian lakes -- "" "" Bill,",1968,1960-69,FIC,Airport,intransitive,anticausative,animate,agent,verb,Newhart,broke in,
"the madwomen'suttered thoughts and their own unuttered ones. Anothergroup had come and was being broken in on Constantia'sspontaneous nudity, Helene's graceful and bone-breaking violence, and Deborah's",1964,1960-69,FIC,INeverPromised,intransitive,anticausative,inanimate,patient,verb,Another group,broken in,
"na play some games? (action_theme_playing) Break it up! Come on! Break it up! Break it up! All right, Joe, I know you",1964,1960-69,TV/MOV,The Fugitive,intransitive,anticausative,animate,agent,verb,you,break,
next room awake -- seeing only Milo's face at Mary's and hearing him break down Saturday night in the hall. She heard him over and over -- Milo,1962,1960-69,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,him,break,
"The poor kid, he didn't get much sleep last night. Our car broke down in Alton. "" Hester tucks a strand of her hair back and with",1963,1960-69,FIC,Centaur,intransitive,anticausative,inanimate,patient,verb,our car,broke down,
"repeatedly point out that the business of children, particularly adolescent children, is to break the ties of dependence on mother and dad. A child does not become an",1965,1960-69,MAG,ReadersDigest,intransitive,anticausative,animate,agent,verb,children,break,the ties of dependence on mother and dad
"became so frightened when Macias returned that he leaped from the office's window and broke a leg. Ibongo, also in the office, was arrested. The coup",1969,1960-69,MAG,Time,intransitive,anticausative,animate,patient,verb,he,broke,a leg
"two weeks. # Name Rank. In Norwich, Conn., a man who broke into the Veterans of Foreign Wars clubhouse and robbed the cigarette machine signed the guest",1960,1960-69,MAG,Time,intransitive,causative,animate,agent,verb,a man,broke,the Veterans of Foreign Wars clubhouse
"n't hardly got her wisdom teeth cut, in love affairs! She ain't broke the laws of the State o' Maine, nor any o' the ten",1966,1960-69,FIC,EfficiencyExpert,transitive,causative,animate,agent,verb,she,broke,"the laws of the State o' Maine, nor any o' the ten"
". - We haven't got the keys, Captain. We'll have to break the door down best we can. - Put out your decks, gentlemen.",1962,1960-69,TV/MOV,In Search of the Cas...,transitive,causative,animate,agent,verb,we,break,the door
", has been augmenting its force, which was less than 3,000 when the fighting broke out in December. But Britain's military reserves are badly strained. She wants",1964,1960-69,NEWS,NYT-Ed,intransitive,anticausative,inanimate,patient,verb,the fighting,broke,
"to justify a bombing suspension. In public, of course, he can not break with the Johnson Administration. Yet Humphrey clearly is continuing to edge toward a more",1968,1960-69,MAG,Time,intransitive,anticausative,animate,agent,verb,he,break,
for you. Now promise that you will eat all of it. It will break her heart if you don't. p. 10 FATHER FRANCIS All? MOTHER CLARA (Laughing,1961,1960-69,FIC,Play:SomeoneFromAssisi,transitive,causative,animate,agent,verb,it,break,her heart
"have a physical problem. Mary-Ann told me about your back. "" "" I broke four ribs and even so finished the last half. "" He was inordinately proud",1967,1960-69,FIC,Arrangement,intransitive,anticausative,animate,patient,verb,I,broke,
"'d tied in bed with me like a bride to hold me down. I broke through two double-locked doors. "" What shall we do? Oh, what shall",1964,1960-69,FIC,Play:EndecottRedCross,intransitive,anticausative,animate,agent,verb,I,broke,two double-locked doors
"like a loose wolf trying to get at a caged victim. His shotgun was broken, but now he had his rifle unslung. He appeared to be waiting hopefully",1962,1960-69,FIC,ThinRedLine,intransitive,anticausative,inanimate,patient,verb,His shotgun,broken,
"rather pleased to find that the HQ general was already quite dead, his neck broken as cleanly as if it had been done by a hangman. Hardly an hour",1961,1960-69,FIC,HighestTreason,intransitive,anticausative,inanimate,patient,verb,his neck,broken,
". Two of the alien's hands slapped aside the weapon with a violence that broke the man's wrist, while other hands slammed at the human's skull.",1963,1960-69,FIC,AnythingYouCan,transitive,causative,inanimate,agent,verb,violence,broke,the man's wrist
"Rapid exchange of gunfire, horses neigh and shuffle. One wheel of the wagon breaks in the wooden boards of the bridge.) ANGEL: Come on, it",1969,1960-69,FIC,Mov:WildBunchThe,intransitive,anticausative,inanimate,patient,verb,one wheel of the wagon,breaks,the wooden boards of the bridge
"'re her keepers? "" John laughed. "" Do you think I want to break up a fine friendship? No, keep it dark. She'd come to",1967,1960-69,FIC,EustaceChisholm,intransitive,anticausative,animate,agent,verb,I,break,
"it for his deliveries. I don't have it. I mean, it broke down. That's why I had to walk home. I'll get it",1963,1960-69,TV/MOV,Perry Mason,intransitive,anticausative,inanimate,patient,verb,it,broke,
", that's hardly worth leaving here for. Well, when these old people break a hip so they can't walk, they can't stand the chance of",1969,1960-69,TV/MOV,The Arrangement,transitive,causative,animate,agent,verb,these old people,break,a hip
trained not to carry small parcels while in uniform. Early habits were hard to break. Later habits were easily formed. At the club he would go to the,1966,1960-69,FIC,WaitingWinter,intransitive,anticausative,inanimate,patient,verb,early habits,break,
"question this; it is a fact of ordinary life. But the seeing-eye mechanism broke down that night and Mr. Hofstadter's finger was impotenton the button, but keep",1968,1960-69,FIC,Bloodline,intransitive,anticausative,inanimate,patient,verb,the seeing-eye mechanism,broke,
"two or three months. Then I thought I would go somewhere else and we broke up, though he didn't want to and had some trouble with the army",1963,1960-69,FIC,MyNameIsMorgan,intransitive,anticausative,animate,agent,verb,we,broke up,
". "" Each stone of the rustic is so good, "" said Michelangelo, breaking the silence, "" it could be set up on a pedestal and placed in",1961,1960-69,FIC,AgonyEcstasy,intransitive,anticausative,animate,agent,verb,Michelangelo,breaking,the silence
"Fort Lauderdale. If anybody ever mentions that place to me again, I'll break them in half. What do you want? - Nothing. - We came",1965,1960-69,TV/MOV,Girl Happy,transitive,causative,animate,agent,verb,I,break,them
"who ultimately captured and executed him. Thus when the war between Austria and Prussia broke out Napoleon's reputation needed some rehabilitation. But the result of the war,",1968,1960-69,NF/ACAD,AnOutlineHistory,intransitive,anticausative,inanimate,patient,verb,the war between Austria and Prussia,broke,
"followed by her kit. Suddenly realizing our presence even at long range, they broke into # |p503 a run and flashed back into the woods. These were the",1968,1960-69,MAG,NatGeog,intransitive,anticausative,animate,agent,verb,they,broke,
. Better to reheat than to hammer cold and see one of the tines suddenly break off because of unnoticed strain in the fibers at the right-angle bend. Neither mild,1969,1960-69,NF/ACAD,ArtBlacksmithing,intransitive,anticausative,inanimate,patient,verb,one of the tines,break,
". And then go to her. Yes, and tell her that she must break off relations with her father instantly, or risk exposure -- even incarceration, if",1967,1960-69,FIC,WhenSheWasGood,intransitive,anticausative,animate,agent,verb,she,break,
"city was prepared to handle such a deluge, and all booking and detention procedures broke down. Prisoners gave false names and changed clothes in jail to conceal their identity",1968,1960-69,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,all booking and detention procedures,broke down,
a number of fishermen have chased sturgeon for two or three miles before their lines broke or ran off the reel. // No one knows the name of the first,1962,1960-69,MAG,SportsIll,intransitive,anticausative,inanimate,patient,verb,their lines,broke,
"group of policemen who had formed a flying wedge inside burst through the door after breaking the chains. They were met by a volley of stones, bottles and other",1967,1960-69,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,group of policemen,breaking,the chains
"knew nothing about radios, but there is a certain logic about anything that is broken. Sooner or later there has to be something that isn't connected, and",1966,1960-69,FIC,CoffinCorner,intransitive,anticausative,inanimate,patient,verb,anything,break,
", by using a trick, I don't care how crooked, I can break out of this hell we're in, this half-war they've inflicted upon us",1962,1960-69,FIC,Mignon,intransitive,anticausative,animate,agent,verb,I,break,
"week. After a lull during which British forces kept a tenuous peace, fighting broke out again. in some places on the island sev-t days ago. The divergence",1964,1960-69,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,fighting,broke,
"are filters composed of several hundred cotton bags. If any of the filter bags break, dust is blown into the atmosphere; the result is a loss of soap",1966,1960-69,NF/ACAD,ManufactuingOrganization,intransitive,anticausative,inanimate,patient,verb,any of the filter bags,break,
", explained Mr. Johnson in his message to Congress last March, "" can help break the pattern of central-city ghettos by providing low- and moderate-income housing in suburban areas.",1965,1960-69,MAG,Harpers,transitive,causative,animate,agent,verb,can,break,the pattern of central-city ghettos
"forces. If we are capable of dominating the adversary, the war will not break out again, and conversely. "" Though North Vietnam undoubtedly has been taking punishment",1968,1960-69,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,the war,break out,
"Republicans defeated much of the legislation coming from the White House. The coalition was broken by the 1964 elections, which sent a number of liberal Democrats to Congress.",1967,1960-69,NEWS,NYT-Reg,transitive,causative,inanimate,agent,verb,The coalition,broken,by the 1964 elections
""" Forget the Portuguese. Better us'n alone. "" Brock wiped his mouth and broke a small loaf in two and smeared it with butter and marmalade. "" You",1966,1960-69,FIC,Tai-Pan,transitive,causative,animate,agent,verb,Brock,broke,a small loaf
"prices what they are! Even if I was to paper it myself it would break me. Nobody papers his walls with paper anymore, even the rich'll have",1967,1960-69,FIC,EustaceChisholm,transitive,causative,inanimate,agent,verb,it,break,me
. Now we're cooking. I wish I were in hell with my back broken. Just wait till you see what I brought for dessert. This is Polly,1964,1960-69,TV/MOV,"Kiss Me, Stupid",intransitive,anticausative,inanimate,patient,verb,my back,broken,
"So much a part of the Japanese military establishment were the zaibatsu that the U.S. broke them up in 1945. But the trading company itself, under ambitious, soft-spoken",1967,1960-69,MAG,Time,transitive,causative,animate,agent,verb,the U.S.,broke,them
