text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
"'s integration measures and asserted that these were being accompanied by other steps intended to improve school programs and services. The pairing of the eight schools, he said,",1964,1960-69,NEWS,NYT-Reg,intransitive,anticausative,inanimate,agent,verb,integration measures,improve,
"it is the modern, wonderful jet equipment. Although much has been done to improve and expedite checkin procedures for flights, the few minutes saved here have little value",1962,1960-69,NEWS,NYT-Let,intransitive,anticausative,inanimate,agent,verb,much,improve,
217199 Improving the Australian economy was hardly a major aim in the life of John L. Lewis,1966,1960-69,MAG,Time,intransitive,anticausative,inanimate,patient,verb,Improving the Australian economy,improve,
used the analogy of the 1965 bill being like the model-T Ford which had been improved over the years. The degree of pressure being generated by those opposed to the,1969,1960-69,NF/ACAD,AnActCongressThe,intransitive,anticausative,inanimate,patient,verb,the model-T Ford,improved,
"and materially. Jungles were slowly cleared, prairies cultivated, means of transport enormously improved, and diseases fought and conquered with a courage which is at least as great",1968,1960-69,NF/ACAD,AnOutlineHistory,intransitive,anticausative,inanimate,patient,verb,means of transport,improved,
"long, made the westward passage along one of the routes Columbus used -- and improved on Columbus' best time by over 30 per cent. There are many misconceptions",1967,1960-69,FIC,TechnicolourTime,intransitive,anticausative,animate,agent,verb,long,improve,
every wellregarded economic textbook. Samuelson agrees that technology and associated capital use are what improve efficiency. But these are precisely what require that there be planning and price control,1967,1960-69,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,efficiency,improve,
"social insurance schemes. The tradeunion movement is to be reformed, and labor legislation improved. Even the lower clergy is to receive greater financial benefits. The small businessmen",1969,1960-69,NF/ACAD,PoliticsInModern,intransitive,anticausative,inanimate,patient,verb,labor legislation,improved,
". The Germans want American first interests to remain in Europe where conditions have been improving for such long-deferred events as unineation of Germany and more effective liberation of former """,1965,1960-69,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,conditions,improving,
"that it's desirable. I'm an optimist -- I think that we can improve law enforcement vastly. There are many fine dedicated people in it, but I",1967,1960-69,NEWS,NYT-Reg,intransitive,anticausative,animate,agent,verb,we,improve,
"bit earlier to get delivery when they want it. "" We've decided to improve our position a little on some steel items; we've cut our stocks pretty",1961,1960-69,NEWS,WallStJrnl,transitive,causative,animate,agent,verb,we,improve,our position a little on some steel items
"sold on an agreed price per lb. basis, with possible additional financial incentives to improve his weaners' economic potential. In order to achieve the smooth movement of quality",1968,1960-69,NF/ACAD,IntensiveLivestock,intransitive,anticausative,animate,agent,verb,he,improve,
209843 The world's big powers have been battling quietly for months over how to improve the mechanisms for bankrolling international trade and investment. Their aim: to foster world,1966,1960-69,MAG,Time,transitive,causative,animate,agent,verb,the world's big powers,improve,the mechanisms for bankrolling international trade and investment
"were, coordinating their efforts with Columbia and Montefiore Hospital in a long-range program to improve care "" not only for own members and employes, but for the community at",1962,1960-69,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,they,improve,care
"by various distinguished tenors, imitating their renditions on a tape recorder, and tirelessly improving these imitations. The tenors Corelli admires the most and learned the most from are",1961,1960-69,MAG,NewYorker,intransitive,anticausative,animate,agent,verb,he (implied),improving,
"many unemployed or low-paid college graduates.... As general economic conditions have improved, however, the job of police officer has become less attractive to college graduates",1969,1960-69,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,general economic conditions,improved,
"said Frank Griffith. "" I'm determined to take advantage of anything that can improve your position. "" "" Yes, I know, Father, but I ca",1969,1960-69,FIC,SevenMinutes,intransitive,anticausative,animate,agent,verb,anything,improve,
"well.... Darrin, I'm sorry. Don't you think you've improved your memory enough? Can't you just forget about the rest of the book",1967,1960-69,TV/MOV,Bewitched,transitive,causative,animate,agent,verb,you,improved,your memory
"we get together with our copywriters and artists, we see if we can't improve upon them. And of course we have photographic layout. Do many women pose",1964,1960-69,TV/MOV,Bewitched,intransitive,anticausative,animate,agent,verb,we,improve,
"very young. Monsieur, I hope I don't offend you. Do people improve with age? - They grow a little more tolerant. - To tolerate more",1965,1960-69,TV/MOV,Doctor Zhivago,intransitive,anticausative,animate,patient,verb,people,improve,
devices that you might find in a modern home. Can any of these be improved? Are there any other new devices that might be feasible? 2. Make,1966,1960-69,NF/ACAD,ManufactuingOrganization,intransitive,anticausative,inanimate,patient,verb,devices,improve,
"I despise that man, "" she would say, "" but his music is improving. "" She was right. His voice had developed to the point where you",1965,1960-69,FIC,AnAmericanDream,intransitive,anticausative,inanimate,patient,verb,his music,improving,
"continuous deterioration of the quality of government personnel. Castro himself does not seem to improve with the passing of time. It Is true, for instance, that educational",1967,1960-69,NEWS,NYT-Let,intransitive,anticausative,animate,patient,verb,Castro himself,improve,
"finds an incestry of hand printing-presses, which, through generations, had been successively improved. Now, perhaps, he thinks he understands the apparatus, considered as a",1969,1960-69,NF/ACAD,StudySociology,intransitive,anticausative,inanimate,patient,verb,an incestry of hand printing-presses,improved,
"? "" As nothing was done to improve agriculture, so nothing was done to improve the system under which land was occupied in Ireland. Tenants at will remained tenants",1963,1960-69,MAG,Atlantic,intransitive,anticausative,inanimate,agent,verb,nothing,improve,
"plying him with pep pills, he knew that his mood could not have been improved. His mood, like the bleak day itself, was overcast and gray.",1969,1960-69,FIC,SevenMinutes,intransitive,anticausative,inanimate,patient,verb,his mood,improve,
"these people for his own benefit. My objective is just the opposite -- to improve the living conditions of these people and see that all of them, regardless of",1963,1960-69,NEWS,Chicago,transitive,causative,animate,agent,verb,I,improve,the living conditions of these people
"therefore invites attention to less drastic surgical and medical procedures now being developed or enormously improved, which give hope to far greater numbers (see final MEDICINE story).",1968,1960-69,MAG,Time,intransitive,anticausative,inanimate,patient,verb,procedures,improved,
"means inevitable. Maitland, for example, knew how to avoid them, thereby improving on Bishop Stubbs, his contemporary, who unwittingly added Victorian liberalism "" to the",1969,1960-69,NF/ACAD,HistoryTheLast,intransitive,anticausative,animate,agent,verb,Maitland,improving,
conventional work measurement methods. 2. It is of little value in helping to improve work methods and doesn't offer some of the opportunity for methods analysis that accompanies,1966,1960-69,NF/ACAD,ManufactuingOrganization,intransitive,anticausative,inanimate,agent,verb,it,improve,
", which would probably bring a more even flow of production, profit margins should improve. "" A final factor must be considered in explaining the wilting profit margins of",1969,1960-69,MAG,NewRepublic,intransitive,anticausative,inanimate,patient,verb,profit margins,improve,
day or two. The man from the White House had allowed his sympathiesslightly to improve on his assigned role as a bloodless adjutant. The meeting had not been especially,1968,1960-69,FIC,Triumph,intransitive,anticausative,inanimate,patient,verb,his sympathies,improve,
"your book? "" "" Keep it, if you can read. It'll improve your mind, if you have a mind. "" He was a very hostile",1971,1970-79,FIC,UndergroundMan,transitive,causative,inanimate,agent,verb,it,improve,your mind
"Frome, and The Red Badge Of Courage as an American novel that seems to improve with each passing year. Moreover, it has its own mystique, an appeal",1974,1970-79,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,The Red Badge Of Courage,improve,
"in nature working together for good, we must not despair, but try to improve by culture and education. With good conditions, and surrounded by good influences,",1972,1970-79,NF/ACAD,EsotericAnthropology,intransitive,anticausative,animate,agent,verb,we,improve,
"to grow, the efficiency of the vessels engaged in it would have to be improved by the enlargement of their carrying capacity, the adoption, where necessary, of",1974,1970-79,NF/ACAD,TransportRevolution,intransitive,anticausative,inanimate,patient,verb,the efficiency of the vessels engaged in it,improved,
its long-range effects. The Soviet Union and the United States have been seeking to improve relations in preparation for President Nixon's planned visit to Moscow next May. An,1972,1970-79,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,The Soviet Union and the United States,improve,relations
"history. ERIC P. SWENSON Weston, Conn., June 5, 1975? On Improving the Park To the Editor: About ten years ago the overpass over the bridle",1975,1970-79,NEWS,NYT-Let,intransitive,anticausative,inanimate,agent,verb,history,improve,
"so much that hardly anyone in the audience of 1,800 could hear Hickel say that improving the U.S. environment "" will take a generation of men and women who will study",1970,1970-79,MAG,Time,intransitive,anticausative,inanimate,agent,verb,improving the U.S. environment,improve,
"union appeal canhot'be made to the white-collar worker "" strictly on' the basis of improving his salary or economic conditions, -..'. I - think the labor",1979,1970-79,MAG,Nation,intransitive,anticausative,inanimate,agent,verb,union appeal,improve,
"in a difficult field. It is true that the present system can be further improved, but a very important step has been t aken and should be supported by",1979,1970-79,NEWS,NYT-Let,intransitive,anticausative,inanimate,patient,verb,the present system,improved,
and conformity. Thenceforth the attitude of the popes was aggressively militant. Additional reforms improving the effectivenessof papal government were instituted by Pius IV (1559-65) and Pius V,1975,1970-79,NF/ACAD,RangelandManagement,intransitive,anticausative,inanimate,agent,verb,reforms,improving,
"that about the36 DEATH OF A LEGENDmiddle of the eighteenth century, surveying instruments did improve out of all recognition? Hadley's reflecting quadrant, Dr Knight's azimuth compass",1975,1970-79,NF/ACAD,RangelandManagement,intransitive,anticausative,inanimate,patient,verb,surveying instruments,improve,
of Omaha when he was 21 months old. Doctors there claimed that he was improving rapidly under their care and that the leukemia was in remission. But when they,1979,1970-79,MAG,Time,intransitive,anticausative,animate,patient,verb,he,improving,
"kind of quid pro quo -- the junta gets the presence... of Simon to improve its image and a number of political prisoners get their freedom. "" What is",1976,1970-79,NEWS,NYT-Let,transitive,causative,animate,agent,verb,the junta,improve,its image
"for me. Over half of the rooms were empty in any case, which improved the odds even more. Vaska could neither be seen nor heard now. The",1972,1970-79,FIC,AdventuresTheStainless,intransitive,anticausative,inanimate,patient,verb,the odds,improved,
"the hammer through an arc as great as that for single action fire, to improve cartridge ignition via a heavier hammer-blow, and by imparting a smoother motion to the",1971,1970-79,NF/ACAD,Revolver1889-1914,intransitive,anticausative,inanimate,agent,verb,the hammer,improve,
"you can't see it with the naked eye, but inwardly it's been improved. No other juicer- makes the juice gush out that quickly. Other juicers have",1978,1970-79,MAG,NewYorker,intransitive,anticausative,inanimate,patient,verb,it,improved,
"met such charming innocence since the girl who went to In Which We Serve to improve her tennis. These strolling players, when will they learn? IIIIt' vas",1977,1970-79,FIC,DanielMartin,transitive,causative,animate,agent,verb,the girl,improve,her tennis
"Barbara, who had already acquired a small Moroccan boyfriendand was chanting with him to improve her French, lost track of the boyfriend, and, being carried along by",1976,1970-79,FIC,Speedboat,intransitive,anticausative,animate,agent,verb,Barbara,improve,her French
"-- but only about half as much as the performance of the disadvantaged students is improved. Priority sought At one point in the deliberations, Senator Spong volunteered: """,1970,1970-79,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,the performance of the disadvantaged students,improved,
"would be damned if he'd give the fellow another. "" Many a memory improves on the cockchafer, in my experience, "" he said. "" I've",1975,1970-79,FIC,GreatTrainRobbery,intransitive,anticausative,inanimate,agent,verb,many a memory,improves,
"In the office of a British-owned paper company the manager asks him, "" Why improve our plant if you're going to kick us out of Quebec? "" Levesque",1977,1970-79,MAG,NatGeog,intransitive,anticausative,animate,agent,verb,you,improve,our plant
"live where one can afford) and equal justice (which he said was much improved for blacks over prior years). Another informed black, working in Johannesburg,",1977,1970-79,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,equal justice,improved,
"who rule me, one good course of action is for me to work to improve the ways in which I am ruled and to select better rulers. But,",1974,1970-79,MAG,Harpers,intransitive,anticausative,animate,agent,verb,I,improve,
"1975 when it was on the brink of collapse. The reorganization is intended to improve BL's operating efficiency, said Sir Michael Edwardes, chairman, who has been",1979,1970-79,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,the reorganization,improve,BL's operating efficiency
"management representations. "" The S.E.C. issued a formal administrative order instructing Seidman Seidman to improve its auditing procedures. A vice-president handling computer security in one large New York bank",1977,1970-79,MAG,NewYorker,transitive,causative,animate,agent,verb,The S.E.C.,improve,its auditing procedures
"an attractive sky. He also doctored the negatives with various darkroom techniques to "" improve "" the pictures. Bodine argued that the author doctors his text and the painter",1973,1970-79,MAG,SatEvePost,transitive,causative,animate,agent,verb,he,improve,the pictures
"number of glass conservatories had been added to the White House; they do not improve its somewhat forlorn appearance. "" The inside is worse, "" said Nordhoff.",1976,1970-79,FIC,yyy,intransitive,anticausative,inanimate,patient,verb,they,improve,
"Harold. I want you should mind yer mouth and yer mind's bound to improve. HAROLD Yer right, Ma. I'm building my mind. I got",1973,1970-79,FIC,Play:ProGame,intransitive,anticausative,inanimate,patient,verb,mind,improve,
". "" You're better looking, "" I said. "" The breed has improved since the Bronze Age. "" Several times this afternoon I noticed his way of",1976,1970-79,FIC,SpectatorBird,intransitive,anticausative,inanimate,patient,verb,the breed,improved,
out a chance... to make a crooked dollar ten miles away. And nothing improved his sense of smelling more than a nice mint julep. Boss hated them.,1979,1970-79,TV/MOV,The Dukes of Hazzard,transitive,causative,inanimate,agent,verb,nothing,improved,his sense of smelling
"that a welfare system based on a guaranteed income is manageable, that it will improve the lives of many poor families, and that it won't disrupt our economy",1977,1970-79,MAG,NewRepublic,transitive,causative,inanimate,agent,verb,it,improve,the lives of many poor families
ten days now. BOCKAs long as it takes for your father's condition to improve. BARBARANo. I've had these prophetic dreams for seven nights. Seven is,1971,1970-79,FIC,Mov:HospitalThe,intransitive,anticausative,inanimate,patient,verb,your father's condition,improve,
"into Nielsen's top ten in its first week and then stayed there, steadily improving its position with each subsequent airing. Generally it takes a half season at the",1976,1970-79,MAG,Time,intransitive,anticausative,inanimate,patient,verb,it,improve,
"I know somebody who's taking tennis lessons... and, she's really been improving. Well, I wish you wouldn't tell her about the tournament, because",1974,1970-79,TV/MOV,The Bob Newhart Show,intransitive,anticausative,animate,patient,verb,she,improving,
they're fooling? I think it's about time we take affirmative action toward improving the city's services to the public. We can begin by replacing the indolent,1978,1970-79,NEWS,NYT-Let,intransitive,anticausative,animate,agent,verb,we,improving,
"the words in typeset, "" this new program of the Parents | League has improved the outlook for a rational, correct solution to the vexed problem of selling St.",1971,1970-79,FIC,AshesAshes,transitive,causative,inanimate,agent,verb,this new program of the Parents League,improved,"the outlook for a rational, correct solution to the vexed problem of selling St."
"years, had just made a laughingstock out of themselves. They suggested reforms to improve the "" fighting spirit "" of the new Army by introducing uniforms "" a soldier",1970,1970-79,MAG,Harpers,intransitive,anticausative,animate,agent,verb,They,improve,
"position, "" said the West Virginia Democrat, "" that any time a manufacturer improves his aircraft, the presumption is raised that the earlier version was unsafe. It",1974,1970-79,NEWS,NYT-Reg,intransitive,anticausative,animate,agent,verb,a manufacturer,improves,
"thought Mr. Carter realized this now and was moving to expand his staff and to improve communication with Washington veterans. "" Just watch him, "" the Attorney General said",1979,1970-79,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,Mr. Carter,improve,communication with Washington veterans
"contributed... to the betterment of his community by renovating, restoring... and generally improving his home area... and has thereby earned the appreciation of his city and county",1972,1970-79,TV/MOV,Sanford and Son,transitive,causative,animate,agent,verb,he,improving,his home area
"as instances in which life has become intolerable and experience shows that conditions can be improved in no other way. "" Abram (and the right wing) tell us",1978,1970-79,NEWS,NYT-Let,intransitive,anticausative,inanimate,patient,verb,conditions,improved,
"pay a penalty. "" Q: "" What must the Congress do now to improve the moral tone there? "" A: "" It has got to carry out",1977,1970-79,NEWS,CSMonitor,intransitive,anticausative,animate,agent,verb,the Congress,improve,
"child in terms of written homework, material memorized and whatever else it takes to improve his grades in specific subjects. Such recommendations may have little to do with the",1970,1970-79,NF/ACAD,WorkingMothers,intransitive,anticausative,animate,agent,verb,child,improve,
"to organize his life, to schedule his study habits and, not incidentally, improve his grades. Many experts advise a strict schedule for homework. If the child",1970,1970-79,NF/ACAD,WorkingMothers,transitive,causative,animate,agent,verb,he,improve,his grades
"Clarkson stared noncommittally into space. "" You know that I've been trying to improve things around Bennettown and some of Clarkson's other towns for years. Oh in",1978,1970-79,FIC,VeinRiches,transitive,causative,animate,agent,verb,I,improve,things around Bennettown and some of Clarkson's other towns
"The Constant Quest for Safety "" stated that one recommendation of an FAA panel to improve cabin safety is "" giving crews better training for emergencies "" and "" making sure",1977,1970-79,MAG,Time,transitive,causative,inanimate,agent,verb,one recommendation of an FAA panel,improve,cabin safety
"making there public. The level of our debate changed over night. Nothing so improves a senator's speech as an audience.,, |p168Sam Swartwout threw open the door",1973,1970-79,FIC,Burr,transitive,causative,inanimate,agent,verb,Nothing,improves,a senator's speech
"just keep telling me what you can't stand and little by little I'll improve, "" Sonny said, grinning. Though there was a liquor table with a",1970,1970-79,FIC,MovingOn,intransitive,anticausative,animate,agent,verb,I,improve,
to consume. His staff analyzed operations through his first six weeks and tried to improve things. But the study of the second six weeks showed only a small drop,1977,1970-79,MAG,Time,transitive,causative,animate,agent,verb,his staff,improve,things
"that's a particularly useful symbol. I'd much rather have the bad areas improved -- as I'm sure the peopleliving in the bad areas would too. """,1971,1970-79,FIC,DreamMuseum,transitive,causative,animate,agent,verb,the bad areas,improved,
"like the youthful Mr. Bacon and gray-haired Opal Hansen,' flnd the job picture improving. "" I work in automotive, and right now it's very good because",1977,1970-79,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,the job picture,improving,
"bad times began; they say the work's shoddy, but they don't improve it; they don't even know the difference between an artisan and a spell-worker",1972,1970-79,FIC,TheNightTheSeventh,transitive,causative,animate,agent,verb,they,improve,it
aperture is inserted near the back focal plane of the objective lens and serves to improve the contrast in the image by removing elastically scattered electrons. Although a smaller diameter,1973,1970-79,NF/ACAD,AppliedPhysical,intransitive,anticausative,inanimate,agent,verb,aperture,improve,
", and putting in a systematic three hours a day on general books calculated to improve his mind. Aristotle just then, as he recalled: Poetics, Ethics,",1979,1970-79,FIC,PassionPlay,intransitive,anticausative,animate,agent,verb,he,improve,
"output of one major oil-fired generating plant; so construction of the line will measurably improve air quality and, since the oil comes into the state in tankers, the",1977,1970-79,NEWS,NYT-Let,transitive,causative,inanimate,agent,verb,construction of the line,improve,air quality
""" He is not an arrogant man. He has spent much of his life improving. Nothing has distracted him from it. His junior high school coach, Earl",1976,1970-79,MAG,SatEvePost,intransitive,anticausative,animate,agent,verb,he,improving,
"and long-term, allocations of the nation's resources. "" Citing Congressional attention on improving the process, the agency said there was "" evidence that the weapon systems acquisition",1972,1970-79,NEWS,NYT-Reg,intransitive,anticausative,inanimate,agent,verb,the agency,improve,
"such thing as a better opener than that, and she went on immediately to improve on it. She said, "" You know that Hercules is interested in doing",1976,1970-79,FIC,MurderAtABA,intransitive,anticausative,animate,agent,verb,she,improve,
"OF MANIPULATION? I AM ALREADY IN SUCH A WORLD. I AM TRYING TO IMPROVE UPON IT. IF I MUST USE ITS WEAPONS, I WILL. HARLIE!",1972,1970-79,FIC,WhenHarlieWasOne,intransitive,anticausative,animate,agent,verb,I,improve,
"they, especially the unions, resented and resisted the notion that private enterprise can improve the quality of education when their own failure has endured through the years. """,1972,1970-79,MAG,SatEvePost,transitive,causative,inanimate,agent,verb,private enterprise,improve,the quality of education
dose should be increased until symptoms are controlled. There have been many attempts to improve coronary circulation by surgical measures. The introduction of coronary angiography has made possible better,1975,1970-79,NF/ACAD,ShortTextbookMedicine,intransitive,anticausative,inanimate,agent,verb,many attempts,improve,
""" commented an Evergreen Park woman. "" They can run a neighborhood down or improve it. "" A South Sider predicted the suburbs will get better "" if you",1975,1970-79,NEWS,Chicago,transitive,causative,animate,agent,verb,they,improve,it
"is dying with his body. Within the week, if his condition does not improve, his physician (one Antonius Musa, whose abilities, despite his fame,",1972,1970-79,FIC,Augustus,intransitive,anticausative,inanimate,patient,verb,his condition,improve,
been allowed to enter the school's decision-making process and have helped develop strategies to improve the learning environment. The results have been impressive. Principals have reported significant reductions,1979,1970-79,NEWS,NYT-Let,intransitive,anticausative,inanimate,agent,verb,strategies,improve,
""" We got into the strike with tremendous remorse, reluctance and every intention to improve patient care, "" says Dr. Jay Dobkin, 28, chairman of the doctors",1975,1970-79,MAG,Time,transitive,causative,animate,agent,verb,we,improve,patient care
and all patients with angina should be advised to abstain from it. Some patients improve remarkably on giving it up. Nitrites are the most useful drugs for relieving the,1975,1970-79,NF/ACAD,ShortTextbookMedicine,intransitive,anticausative,animate,patient,verb,some patients,improve,
"has ever looked in the past, but there is still plenty of chance to improve it.... My doubts about "" Down the Spillway, "" previously",1976,1970-79,MAG,Harpers,transitive,causative,inanimate,agent,verb,there,improve,it
nitrogen circulation increases directly as grazing intensity becomes severe and nitrogen status in the soil improves. Nitrogen recirculation by grazing animals permits maintenance of pasture production with fewer inputs than,1975,1970-79,NF/ACAD,RangelandManagement,intransitive,anticausative,inanimate,patient,verb,nitrogen status in the soil,improves,
". siNew clothing has been issued, the commissary and mess hall operations have been improved and a law library has been established for inmates. Some Grievances Remain One change",1972,1970-79,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,the commissary and mess hall operations,improved,
"is black. eIThe Justice Department's office of management and finance needs to be improved, said Mr. Bell. "" Their inspection and auditing capacity leaves something to be",1979,1970-79,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,The Justice Department's office of management and finance,improved,
"added: "" Rising production and steadily growing national income must provide the resources for improving the social services and the environment in which we live. "" The energy and",1970,1970-79,NEWS,NYT-Reg,intransitive,anticausative,inanimate,agent,verb,Rising production and steadily growing national income,improving,
"symptoms may become progressively more severe, they may remain stationary or rarely they may improve. At any time a coronary thrombosis may supervene and this may be fatal.",1975,1970-79,NF/ACAD,ShortTextbookMedicine,intransitive,anticausative,inanimate,patient,verb,they,improve,
delicate balance with the Soviet Union; he will at the same time try to improve the economy at home. Congress will be back Nov. 16; almost at once,1970,1970-79,NEWS,CSMonitor,transitive,causative,animate,agent,verb,he,improve,the economy at home
"ominous prospects, and to consider what a small group like themselves might do to improve them. The urbane aura of that occasion characterizes the deliberations of the club leaders",1976,1970-79,MAG,Harpers,transitive,causative,animate,agent,verb,a small group like themselves,improve,them
"corporate social responsibility. In part this means that a corporation has a responsibility to improve rather than damage society, and in part it means that a corporation should act",1975,1970-79,NF/ACAD,RangelandManagement,intransitive,anticausative,inanimate,agent,verb,a corporation,improve,
"to stop and explain itself. Pure police work of the technical sort is often improved by size and organization; the better-run police departments are often the biggest ones,",1970,1970-79,NF/ACAD,BuddhistLeader,intransitive,anticausative,inanimate,patient,verb,Pure police work of the technical sort,improved,
", he mused as he dumped the load of wood on the main branch, improving and perfecting their own bodies instead of constructing new artificial ones to shield them from",1975,1970-79,FIC,BeyondBedroomWall,intransitive,anticausative,animate,agent,verb,he,improve,
"littered his path. A drowsing melancholy invaded Fabian. Time always altered, rarely improved: the place looked shabby, not as he remembered it. He wondered if",1979,1970-79,FIC,PassionPlay,intransitive,anticausative,inanimate,patient,verb,the place,improved,
CVT was taken over or not but whether the workers' standard of living will improve under the new revolutionary government. South Vietnam has suffered over the past few years,1975,1970-79,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,the workers' standard of living,improve,
"our country is encouraging indeed. There is extensive evidence of a genuine desire to improve our musical service. Special services of music by individual composers are frequentlyheld, and",1970,1970-79,NF/ACAD,BuddhistLeader,intransitive,anticausative,inanimate,agent,verb,our country,improve,
"money might be made by growing things. Consequently, no one will invest to improve productivity or to experiment with crop diversification. Those who own land hold it for",1972,1970-79,MAG,Nation,intransitive,anticausative,inanimate,agent,verb,no one,improve,
"in an English accent. "" Maybe. Laurence Olivier reading The Understudy aloud might improve it, but not enough. # PauI Gray",1975,1970-79,MAG,Time,transitive,causative,animate,agent,verb,Laurence Olivier,improve,it
"to discourage over-fattening of beef. Dr. Paarlberg also staid there were many ways to improve efficiency in both transportation and labor. His study cited "" deadheading ""? allowing",1974,1970-79,NEWS,NYT-Reg,intransitive,anticausative,animate,agent,verb,Dr. Paarlberg,improve,
"some corrective force, in her very presence. Little by little, she's improved her place. She's managed to pay off the mort-gage, and when she",1975,1970-79,MAG,NewYorker,transitive,causative,animate,agent,verb,she,improved,her place
"the same kind of structure as a legitimate religion. The whole thrust is to improve prison conditions, but I think it goes beyond that to making prisons nice places",1974,1970-79,NF/ACAD,TightSpaces,transitive,causative,inanimate,agent,verb,the whole thrust,improve,prison conditions
"EXPLOSION: The newsletter business becomes more crowded. More crop up as the economy improves. "" The number is definitely increasing, "" says Clyde La Motte, president",1972,1970-79,NEWS,WallStJrnl,intransitive,anticausative,inanimate,patient,verb,the economy,improves,
help send an encouraging one from Frederica. JONES All of Georgia is beginning to improve. The future looks better than ever before -- now that the two governors this,1976,1970-79,FIC,Play:DrumbeatsInGeorgia,intransitive,anticausative,inanimate,patient,verb,All of Georgia,improve,
"average reading-score gains of 1.1 years-a month above the U.S. average. Moreover, discipline improved; absenteeism and vandalism decreased. # Superior Quality. Martin Luther King School,",1976,1970-79,MAG,Time,intransitive,anticausative,inanimate,patient,verb,discipline,improved,
"their responsibilities, and particularly to strengthen the legislature by limiting its size and by improving its pay, its facilities, and its staffing, and by recognizing that it",1972,1970-79,MAG,Atlantic,intransitive,anticausative,inanimate,agent,verb,their responsibilities,improve,
creating this build-up. I think we should in every case look for possibilities for improving our own security by arms limitation discussions and agreements. But I think it would,1977,1970-79,MAG,Time,intransitive,anticausative,animate,agent,verb,we,improve,
"Neapolitans have turned on the politicians, who are being blamed for doing nothing to improve Naples' woefully antiquated sanitation system. With typical Italian overstatement, the city officials",1973,1970-79,MAG,Time,transitive,causative,animate,agent,verb,the politicians,improve,Naples' woefully antiquated sanitation system
"consumerminded decisions to crack down on use of nitrite and nitrate additives in bacon, improve school lunches and require blunt labeling that tells buyers that there is some groundbone tissue",1977,1970-79,NEWS,WallStJrnl,intransitive,anticausative,animate,agent,verb,consumerminded decisions,improve,
"of the methodology and epistemology of science, they should, if they want to improve their explanatory practice, become more critical about the philosophy of science principles they accept",1973,1970-79,NF/ACAD,HistoryScience,intransitive,anticausative,animate,agent,verb,they,improve,
"The Choreography of Confrontation. "" Campus protest is a challenge to our society to improve. It is a demand by young people for power. Even more, it",1970,1970-79,MAG,Nation,intransitive,anticausative,inanimate,agent,verb,a challenge to our society,improve,
"they've been tested. Jack of diamonds for Anderssarian. His hand didn't improve but on the board his tens look like a winner. Your bet, monsieur",1971,1970-79,TV/MOV,Mission: Impossible,intransitive,anticausative,inanimate,patient,verb,his hand,improve,
is a very good bridge for people to get to know each other and to improve their health. Some people want to make money out of sports. This is,1974,1970-79,MAG,SportsIll,intransitive,anticausative,animate,agent,verb,people,improve,
"the current move to design safer motor cars. INCREASED COMPETITIVENESS Refinement of design to improve value, e.g. by enhanced quality of design, better reliability, lower costs;",1971,1970-79,NF/ACAD,ManagingAchieve,intransitive,anticausative,inanimate,agent,verb,refinement of design,improve,
"President's chief coordinator on political liaison and patronage. Kraft's job is to improve Carter's relations with Demo cratic Party officials and contributors, to help get the",1978,1970-79,MAG,Time,transitive,causative,animate,agent,verb,Kraft,improve,Carter's relations with Democratic Party officials and contributors
"party and it's known as COPE, and we are going to continue to improve it, strengthen it, maintain it, in order to try to elect labor",1975,1970-79,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,we,improve,it
"was a friend of Rosetti and Burne-Jones. He was the first to try to improve industrial design, and his taste for simplicity and an unaffected, straightforward style was",1971,1970-79,NF/ACAD,scan,transitive,causative,animate,agent,verb,he,improve,industrial design
"| a substitute for lead shot began in the 1930s, but nothing happened to improve the situation. Then, during the 1970s, mounting evidence indicated that lead poisoning",1989,1980-89,NF/ACAD,EndangeredAnimal,intransitive,anticausative,inanimate,patient,verb,nothing,improve,the situation
""" $100 million to improve 205 highway bridges in the Northeast. $50 million to improve Veterans Administration facilities around the nation. $100 million to improve urban parks. $25",1982,1980-89,NEWS,Boston,transitive,causative,inanimate,agent,verb,$100 million,improve,205 highway bridges in the Northeast
""" You're a highly skilled musician, David. You have technique that can improve with time and maturity. You have talent, too. You're musical.",1983,1980-89,FIC,EarthSong,intransitive,anticausative,inanimate,patient,verb,technique,improve,
